Content ID,Reaction Type,Sentiment,Score,Category
00d0cdf9-5919-4102-bf84-ebde253c3cd2,worried,negative,12.0,healthy eating
00d0cdf9-5919-4102-bf84-ebde253c3cd2,worried,negative,12.0,healthy eating
01396602-c759-4a17-90f0-8f9b3ca11b30,adore,positive,72.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,cherish,positive,70.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,disgust,negative,0.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,disgust,negative,0.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,disgust,negative,0.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,disgust,negative,0.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,dislike,negative,10.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,dislike,negative,10.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,dislike,negative,10.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,hate,negative,5.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,hate,negative,5.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,hate,negative,5.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,hate,negative,5.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,heart,positive,60.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,heart,positive,60.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,heart,positive,60.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,heart,positive,60.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,indifferent,neutral,20.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,indifferent,neutral,20.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,indifferent,neutral,20.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,interested,positive,30.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,interested,positive,30.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,interested,positive,30.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,interested,positive,30.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,interested,positive,30.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,interested,positive,30.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,intrigued,positive,45.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,like,positive,50.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,like,positive,50.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,like,positive,50.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,like,positive,50.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,like,positive,50.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,love,positive,65.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,scared,negative,15.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,super love,positive,75.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,super love,positive,75.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,want,positive,70.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,worried,negative,12.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,worried,negative,12.0,tennis
01396602-c759-4a17-90f0-8f9b3ca11b30,worried,negative,12.0,tennis
019b61f4-926c-438e-adaf-6119c5eab752,adore,positive,72.0,fitness
019b61f4-926c-438e-adaf-6119c5eab752,adore,positive,72.0,fitness
019b61f4-926c-438e-adaf-6119c5eab752,disgust,negative,0.0,fitness
019b61f4-926c-438e-adaf-6119c5eab752,disgust,negative,0.0,fitness
019b61f4-926c-438e-adaf-6119c5eab752,indifferent,neutral,20.0,fitness
019b61f4-926c-438e-adaf-6119c5eab752,interested,positive,30.0,fitness
019b61f4-926c-438e-adaf-6119c5eab752,interested,positive,30.0,fitness
019b61f4-926c-438e-adaf-6119c5eab752,intrigued,positive,45.0,fitness
019b61f4-926c-438e-adaf-6119c5eab752,like,positive,50.0,fitness
019b61f4-926c-438e-adaf-6119c5eab752,peeking,neutral,35.0,fitness
019b61f4-926c-438e-adaf-6119c5eab752,scared,negative,15.0,fitness
019b61f4-926c-438e-adaf-6119c5eab752,scared,negative,15.0,fitness
019b61f4-926c-438e-adaf-6119c5eab752,want,positive,70.0,fitness
01ab84dd-6364-4236-abbb-3f237db77180,scared,negative,15.0,food
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,adore,positive,72.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,adore,positive,72.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,adore,positive,72.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,adore,positive,72.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,cherish,positive,70.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,cherish,positive,70.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,cherish,positive,70.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,disgust,negative,0.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,disgust,negative,0.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,disgust,negative,0.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,disgust,negative,0.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,dislike,negative,10.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,dislike,negative,10.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,hate,negative,5.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,heart,positive,60.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,indifferent,neutral,20.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,indifferent,neutral,20.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,indifferent,neutral,20.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,indifferent,neutral,20.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,interested,positive,30.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,interested,positive,30.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,intrigued,positive,45.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,intrigued,positive,45.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,like,positive,50.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,like,positive,50.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,like,positive,50.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,like,positive,50.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,like,positive,50.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,like,positive,50.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,love,positive,65.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,love,positive,65.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,scared,negative,15.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,super love,positive,75.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,super love,positive,75.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,super love,positive,75.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,super love,positive,75.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,super love,positive,75.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,super love,positive,75.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,want,positive,70.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,want,positive,70.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,want,positive,70.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,worried,negative,12.0,fitness
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,worried,negative,12.0,fitness
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,adore,positive,72.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,adore,positive,72.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,cherish,positive,70.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,disgust,negative,0.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,dislike,negative,10.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,dislike,negative,10.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,dislike,negative,10.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,dislike,negative,10.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,hate,negative,5.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,hate,negative,5.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,hate,negative,5.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,heart,positive,60.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,heart,positive,60.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,indifferent,neutral,20.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,indifferent,neutral,20.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,indifferent,neutral,20.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,interested,positive,30.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,intrigued,positive,45.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,intrigued,positive,45.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,intrigued,positive,45.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,intrigued,positive,45.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,like,positive,50.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,like,positive,50.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,like,positive,50.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,like,positive,50.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,love,positive,65.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,love,positive,65.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,love,positive,65.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,love,positive,65.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,peeking,neutral,35.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,scared,negative,15.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,scared,negative,15.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,super love,positive,75.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,super love,positive,75.0,science
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,worried,negative,12.0,science
026973ef-4b73-4901-9160-bc9e04516057,adore,positive,72.0,culture
026973ef-4b73-4901-9160-bc9e04516057,adore,positive,72.0,culture
026973ef-4b73-4901-9160-bc9e04516057,adore,positive,72.0,culture
026973ef-4b73-4901-9160-bc9e04516057,cherish,positive,70.0,culture
026973ef-4b73-4901-9160-bc9e04516057,disgust,negative,0.0,culture
026973ef-4b73-4901-9160-bc9e04516057,disgust,negative,0.0,culture
026973ef-4b73-4901-9160-bc9e04516057,dislike,negative,10.0,culture
026973ef-4b73-4901-9160-bc9e04516057,dislike,negative,10.0,culture
026973ef-4b73-4901-9160-bc9e04516057,hate,negative,5.0,culture
026973ef-4b73-4901-9160-bc9e04516057,hate,negative,5.0,culture
026973ef-4b73-4901-9160-bc9e04516057,heart,positive,60.0,culture
026973ef-4b73-4901-9160-bc9e04516057,heart,positive,60.0,culture
026973ef-4b73-4901-9160-bc9e04516057,heart,positive,60.0,culture
026973ef-4b73-4901-9160-bc9e04516057,indifferent,neutral,20.0,culture
026973ef-4b73-4901-9160-bc9e04516057,indifferent,neutral,20.0,culture
026973ef-4b73-4901-9160-bc9e04516057,interested,positive,30.0,culture
026973ef-4b73-4901-9160-bc9e04516057,interested,positive,30.0,culture
026973ef-4b73-4901-9160-bc9e04516057,interested,positive,30.0,culture
026973ef-4b73-4901-9160-bc9e04516057,interested,positive,30.0,culture
026973ef-4b73-4901-9160-bc9e04516057,interested,positive,30.0,culture
026973ef-4b73-4901-9160-bc9e04516057,interested,positive,30.0,culture
026973ef-4b73-4901-9160-bc9e04516057,intrigued,positive,45.0,culture
026973ef-4b73-4901-9160-bc9e04516057,intrigued,positive,45.0,culture
026973ef-4b73-4901-9160-bc9e04516057,like,positive,50.0,culture
026973ef-4b73-4901-9160-bc9e04516057,like,positive,50.0,culture
026973ef-4b73-4901-9160-bc9e04516057,love,positive,65.0,culture
026973ef-4b73-4901-9160-bc9e04516057,love,positive,65.0,culture
026973ef-4b73-4901-9160-bc9e04516057,love,positive,65.0,culture
026973ef-4b73-4901-9160-bc9e04516057,peeking,neutral,35.0,culture
026973ef-4b73-4901-9160-bc9e04516057,peeking,neutral,35.0,culture
026973ef-4b73-4901-9160-bc9e04516057,super love,positive,75.0,culture
026973ef-4b73-4901-9160-bc9e04516057,super love,positive,75.0,culture
026973ef-4b73-4901-9160-bc9e04516057,want,positive,70.0,culture
026973ef-4b73-4901-9160-bc9e04516057,want,positive,70.0,culture
026973ef-4b73-4901-9160-bc9e04516057,want,positive,70.0,culture
026973ef-4b73-4901-9160-bc9e04516057,want,positive,70.0,culture
0289b7bc-bc95-4f1d-83fe-9ca662194158,adore,positive,72.0,tennis
0289b7bc-bc95-4f1d-83fe-9ca662194158,cherish,positive,70.0,tennis
0289b7bc-bc95-4f1d-83fe-9ca662194158,cherish,positive,70.0,tennis
0289b7bc-bc95-4f1d-83fe-9ca662194158,cherish,positive,70.0,tennis
0289b7bc-bc95-4f1d-83fe-9ca662194158,disgust,negative,0.0,tennis
0289b7bc-bc95-4f1d-83fe-9ca662194158,hate,negative,5.0,tennis
0289b7bc-bc95-4f1d-83fe-9ca662194158,indifferent,neutral,20.0,tennis
0289b7bc-bc95-4f1d-83fe-9ca662194158,indifferent,neutral,20.0,tennis
0289b7bc-bc95-4f1d-83fe-9ca662194158,indifferent,neutral,20.0,tennis
0289b7bc-bc95-4f1d-83fe-9ca662194158,indifferent,neutral,20.0,tennis
0289b7bc-bc95-4f1d-83fe-9ca662194158,indifferent,neutral,20.0,tennis
0289b7bc-bc95-4f1d-83fe-9ca662194158,indifferent,neutral,20.0,tennis
0289b7bc-bc95-4f1d-83fe-9ca662194158,indifferent,neutral,20.0,tennis
0289b7bc-bc95-4f1d-83fe-9ca662194158,interested,positive,30.0,tennis
0289b7bc-bc95-4f1d-83fe-9ca662194158,interested,positive,30.0,tennis
0289b7bc-bc95-4f1d-83fe-9ca662194158,interested,positive,30.0,tennis
0289b7bc-bc95-4f1d-83fe-9ca662194158,interested,positive,30.0,tennis
0289b7bc-bc95-4f1d-83fe-9ca662194158,intrigued,positive,45.0,tennis
0289b7bc-bc95-4f1d-83fe-9ca662194158,intrigued,positive,45.0,tennis
0289b7bc-bc95-4f1d-83fe-9ca662194158,intrigued,positive,45.0,tennis
0289b7bc-bc95-4f1d-83fe-9ca662194158,like,positive,50.0,tennis
0289b7bc-bc95-4f1d-83fe-9ca662194158,like,positive,50.0,tennis
0289b7bc-bc95-4f1d-83fe-9ca662194158,love,positive,65.0,tennis
0289b7bc-bc95-4f1d-83fe-9ca662194158,peeking,neutral,35.0,tennis
0289b7bc-bc95-4f1d-83fe-9ca662194158,peeking,neutral,35.0,tennis
0289b7bc-bc95-4f1d-83fe-9ca662194158,scared,negative,15.0,tennis
0289b7bc-bc95-4f1d-83fe-9ca662194158,super love,positive,75.0,tennis
0289b7bc-bc95-4f1d-83fe-9ca662194158,want,positive,70.0,tennis
0289b7bc-bc95-4f1d-83fe-9ca662194158,want,positive,70.0,tennis
0289b7bc-bc95-4f1d-83fe-9ca662194158,worried,negative,12.0,tennis
02ba5af1-784a-44cc-ae3a-14833c4a2237,adore,positive,72.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,adore,positive,72.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,adore,positive,72.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,adore,positive,72.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,adore,positive,72.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,adore,positive,72.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,adore,positive,72.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,disgust,negative,0.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,disgust,negative,0.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,dislike,negative,10.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,dislike,negative,10.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,dislike,negative,10.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,dislike,negative,10.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,dislike,negative,10.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,dislike,negative,10.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,hate,negative,5.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,hate,negative,5.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,heart,positive,60.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,heart,positive,60.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,heart,positive,60.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,heart,positive,60.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,indifferent,neutral,20.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,indifferent,neutral,20.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,indifferent,neutral,20.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,indifferent,neutral,20.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,interested,positive,30.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,interested,positive,30.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,intrigued,positive,45.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,like,positive,50.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,like,positive,50.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,like,positive,50.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,love,positive,65.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,love,positive,65.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,love,positive,65.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,love,positive,65.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,love,positive,65.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,love,positive,65.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,love,positive,65.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,peeking,neutral,35.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,peeking,neutral,35.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,peeking,neutral,35.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,peeking,neutral,35.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,scared,negative,15.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,super love,positive,75.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,super love,positive,75.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,super love,positive,75.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,super love,positive,75.0,healthy eating
02ba5af1-784a-44cc-ae3a-14833c4a2237,want,positive,70.0,healthy eating
02c9f76b-f9cc-48c5-aedf-73f37c637a71,cherish,positive,70.0,veganism
02c9f76b-f9cc-48c5-aedf-73f37c637a71,disgust,negative,0.0,veganism
02c9f76b-f9cc-48c5-aedf-73f37c637a71,hate,negative,5.0,veganism
02c9f76b-f9cc-48c5-aedf-73f37c637a71,intrigued,positive,45.0,veganism
02c9f76b-f9cc-48c5-aedf-73f37c637a71,like,positive,50.0,veganism
02c9f76b-f9cc-48c5-aedf-73f37c637a71,like,positive,50.0,veganism
02c9f76b-f9cc-48c5-aedf-73f37c637a71,love,positive,65.0,veganism
02c9f76b-f9cc-48c5-aedf-73f37c637a71,peeking,neutral,35.0,veganism
02c9f76b-f9cc-48c5-aedf-73f37c637a71,super love,positive,75.0,veganism
02c9f76b-f9cc-48c5-aedf-73f37c637a71,super love,positive,75.0,veganism
02c9f76b-f9cc-48c5-aedf-73f37c637a71,want,positive,70.0,veganism
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,adore,positive,72.0,cooking
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,adore,positive,72.0,cooking
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,adore,positive,72.0,cooking
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,disgust,negative,0.0,cooking
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,disgust,negative,0.0,cooking
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,dislike,negative,10.0,cooking
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,dislike,negative,10.0,cooking
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,dislike,negative,10.0,cooking
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,dislike,negative,10.0,cooking
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,hate,negative,5.0,cooking
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,hate,negative,5.0,cooking
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,hate,negative,5.0,cooking
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,hate,negative,5.0,cooking
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,heart,positive,60.0,cooking
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,heart,positive,60.0,cooking
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,heart,positive,60.0,cooking
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,heart,positive,60.0,cooking
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,indifferent,neutral,20.0,cooking
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,indifferent,neutral,20.0,cooking
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,interested,positive,30.0,cooking
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,interested,positive,30.0,cooking
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,interested,positive,30.0,cooking
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,intrigued,positive,45.0,cooking
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,intrigued,positive,45.0,cooking
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,like,positive,50.0,cooking
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,super love,positive,75.0,cooking
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,super love,positive,75.0,cooking
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,worried,negative,12.0,cooking
